rep,method,k,n,h,value
16,LP1,1,200,0.01,34.90191809561218
16,SPARR,1,200,0.01,17.421110120706185
16,LP0,1,200,0.03,20.235705502138977
16,LP1,1,200,0.03,590.6580622432177
16,SPARR,1,200,0.03,1.907230588066494
16,LP0,1,200,0.05,4.273468023609417
16,LP1,1,200,0.05,7.08481071716231
16,SPARR,1,200,0.05,2.8530405439480697
16,LP0,1,200,0.06999999999999999,3.7758447468881218
16,LP1,1,200,0.06999999999999999,1.7774489925385268
16,SPARR,1,200,0.06999999999999999,3.653495836390753
16,LP0,1,200,0.09,1.1846458499252277
16,LP1,1,200,0.09,2.633786535454836
16,SPARR,1,200,0.09,4.5957191322539375
16,LP0,1,200,0.11,1.1107801858442539
16,LP1,1,200,0.11,0.6249163535678939
16,SPARR,1,200,0.11,5.90354101910577
16,LP0,1,200,0.13,3.403586431040519
16,LP1,1,200,0.13,1.4188015824715736
16,SPARR,1,200,0.13,7.498896425430904
16,LP0,1,200,0.15000000000000002,5.831253702957556
16,LP1,1,200,0.15000000000000002,2.786587163308836
16,SPARR,1,200,0.15000000000000002,9.181200521394635
16,LP0,1,200,0.17,6.272461106496971
16,LP1,1,200,0.17,0.25088505061412103
16,SPARR,1,200,0.17,10.785838023980613
16,LP0,1,200,0.19,8.456683535042494
16,LP1,1,200,0.19,0.4554584223138913
16,SPARR,1,200,0.19,12.238233190338981
16,LP0,1,200,0.21000000000000002,9.021418210220366
16,LP1,1,200,0.21000000000000002,0.04239310705322623
16,SPARR,1,200,0.21000000000000002,13.528457623324721
16,LP0,1,200,0.23,10.882323995797698
16,LP1,1,200,0.23,0.0034992393552029533
16,SPARR,1,200,0.23,14.67210918882332
16,LP0,1,200,0.25,12.53592755212951
16,LP1,1,200,0.25,0.025926152373054467
16,SPARR,1,200,0.25,15.686285577505696
17,LP0,1,200,0.01,34.90191809561218
17,LP1,1,200,0.01,34.90191809561218
17,SPARR,1,200,0.01,34.769542947620444
17,LP0,1,200,0.03,34.90191809561218
17,LP1,1,200,0.03,34.90191809561218
17,SPARR,1,200,0.03,3.293707712359733
17,LP0,1,200,0.05,3.1446316049381084
17,LP1,1,200,0.05,21.108883023743434
17,SPARR,1,200,0.05,3.9989931151241067
17,LP0,1,200,0.06999999999999999,3.7758447468881218
17,LP1,1,200,0.06999999999999999,17.988517184809275
17,SPARR,1,200,0.06999999999999999,6.153053085481931
17,LP0,1,200,0.09,1.1846458499252277
17,LP1,1,200,0.09,0.6779276354564094
17,SPARR,1,200,0.09,7.2907479154624495
17,LP0,1,200,0.11,7.138970653329821
17,LP1,1,200,0.11,4.047495879258814
17,SPARR,1,200,0.11,8.02540050530498
17,LP0,1,200,0.13,12.860295765702412
17,LP1,1,200,0.13,4.306251340757964
17,SPARR,1,200,0.13,8.671138150579049
17,LP0,1,200,0.15000000000000002,8.130607991033786
17,LP1,1,200,0.15000000000000002,2.4810625090289546
17,SPARR,1,200,0.15000000000000002,9.376909062468497
17,LP0,1,200,0.17,4.683582265965364
17,LP1,1,200,0.17,12.281756684002561
17,SPARR,1,200,0.17,10.200291964059724
17,LP0,1,200,0.19,6.944982619965541
17,LP1,1,200,0.19,4.332784152288835
17,SPARR,1,200,0.19,11.140851521451689
17,LP0,1,200,0.21000000000000002,10.4133281816775
17,LP1,1,200,0.21000000000000002,0.7318428104089708
17,SPARR,1,200,0.21000000000000002,12.168275937567838
17,LP0,1,200,0.23,8.562236424698348
17,LP1,1,200,0.23,5.268839648484154
17,SPARR,1,200,0.23,13.239015750086484
17,LP0,1,200,0.25,9.407571764206486
17,LP1,1,200,0.25,4.132698061707597
17,SPARR,1,200,0.25,14.305506568731559
18,LP0,1,200,0.01,34.90191809561218
18,LP1,1,200,0.01,34.90191809561218
18,SPARR,1,200,0.01,21.46242000356155
18,LP0,1,200,0.03,20.235705502138977
18,LP1,1,200,0.03,944.0398413294074
18,SPARR,1,200,0.03,0.012620403924226
18,LP0,1,200,0.05,3.1446316049381084
18,LP1,1,200,0.05,67.25527703743319
18,SPARR,1,200,0.05,0.38420208605332484
18,LP0,1,200,0.06999999999999999,0.0015336870701814372
18,LP1,1,200,0.06999999999999999,2.287931490987844
18,SPARR,1,200,0.06999999999999999,1.3523909277196113
18,LP0,1,200,0.09,0.01355551776279744
18,LP1,1,200,0.09,0.1578684414724244
18,SPARR,1,200,0.09,2.4957564101524543
18,LP0,1,200,0.11,1.1107801858442539
18,LP1,1,200,0.11,1.3906224149591961
18,SPARR,1,200,0.11,3.827127369620401
18,LP0,1,200,0.13,5.882060265187777
18,LP1,1,200,0.13,9.901632028722394
18,SPARR,1,200,0.13,5.318374469831234
18,LP0,1,200,0.15000000000000002,3.9131790608829298
18,LP1,1,200,0.15000000000000002,0.024938528546034875
18,SPARR,1,200,0.15000000000000002,6.883676081179819
18,LP0,1,200,0.17,6.272461106496971
18,LP1,1,200,0.17,0.2508850506141442
18,SPARR,1,200,0.17,8.452450415956141
18,LP0,1,200,0.19,5.5820169245056075
18,LP1,1,200,0.19,0.31201800370721533
18,SPARR,1,200,0.19,9.98015807328536
18,LP0,1,200,0.21000000000000002,6.537047123323362
18,LP1,1,200,0.21000000000000002,0.2654524183170378
18,SPARR,1,200,0.21000000000000002,11.435777610760429
18,LP0,1,200,0.23,7.5063754217663385
18,LP1,1,200,0.23,0.12973453363915424
18,SPARR,1,200,0.23,12.793913266179596
18,LP0,1,200,0.25,8.464404451252404
18,LP1,1,200,0.25,0.24607758180232242
18,SPARR,1,200,0.25,14.032856469089817
19,LP0,1,200,0.01,34.90191809561218
19,LP1,1,200,0.01,34.90191809561218
19,SPARR,1,200,0.01,4.843614328486935
19,LP0,1,200,0.03,640.6367684211783
19,LP1,1,200,0.03,148.9719505985439
19,SPARR,1,200,0.03,67.51137529096631
19,LP0,1,200,0.05,31.51540883959827
19,LP1,1,200,0.05,1025.0562819949896
19,SPARR,1,200,0.05,18.742866226797354
19,LP0,1,200,0.06999999999999999,16.03036279652248
19,LP1,1,200,0.06999999999999999,346.3236724190067
19,SPARR,1,200,0.06999999999999999,4.999708766015964
19,LP0,1,200,0.09,6.38124812854911
19,LP1,1,200,0.09,235.75206903304363
19,SPARR,1,200,0.09,1.2536947927387991
19,LP0,1,200,0.11,1.885098551685413
19,LP1,1,200,0.11,141.85618172314506
19,SPARR,1,200,0.11,0.10929484134927059
19,LP0,1,200,0.13,0.22731720185190107
19,LP1,1,200,0.13,85.1494650860664
19,SPARR,1,200,0.13,0.10942785320785826
19,LP0,1,200,0.15000000000000002,0.04200054053378228
19,LP1,1,200,0.15000000000000002,37.73664459146295
19,SPARR,1,200,0.15000000000000002,0.8166527013693585
19,LP0,1,200,0.17,0.04758893399642767
19,LP1,1,200,0.17,16.921822039530863
19,SPARR,1,200,0.17,1.9624276172734703
19,LP0,1,200,0.19,0.8277757091138613
19,LP1,1,200,0.19,2.0450647598758462
19,SPARR,1,200,0.19,3.3641776370987357
19,LP0,1,200,0.21000000000000002,0.009870547134793678
19,LP1,1,200,0.21000000000000002,13.85723067504275
19,SPARR,1,200,0.21000000000000002,4.902202922960032
19,LP0,1,200,0.23,1.129109873908225
19,LP1,1,200,0.23,26.02429888506753
19,SPARR,1,200,0.23,6.492830628282605
19,LP0,1,200,0.25,3.25688455619079
19,LP1,1,200,0.25,31.526955732148593
19,SPARR,1,200,0.25,8.070319662837749
20,LP0,1,200,0.01,34.90191809561218
20,LP1,1,200,0.01,34.90191809561218
20,SPARR,1,200,0.01,34.90187717117454
20,LP0,1,200,0.03,34.90191809561218
20,LP1,1,200,0.03,34.90191809561218
20,SPARR,1,200,0.03,20.632616136007137
20,LP0,1,200,0.05,4.273468023609417
20,LP1,1,200,0.05,255.43482581887397
20,SPARR,1,200,0.05,11.060895243956836
20,LP0,1,200,0.06999999999999999,3.7758447468881218
20,LP1,1,200,0.06999999999999999,71.31891120648723
20,SPARR,1,200,0.06999999999999999,12.236638401050827
20,LP0,1,200,0.09,5.259027273791379
20,LP1,1,200,0.09,13.90868586431982
20,SPARR,1,200,0.09,13.546962121173555
20,LP0,1,200,0.11,12.116386700486506
20,LP1,1,200,0.11,0.8124362063811413
20,SPARR,1,200,0.11,14.098912854337932
20,LP0,1,200,0.13,17.360057432069794
20,LP1,1,200,0.13,0.2738652442921468
20,SPARR,1,200,0.13,14.470074143661154
20,LP0,1,200,0.15000000000000002,17.31634873127207
20,LP1,1,200,0.15000000000000002,4.156017213503669
20,SPARR,1,200,0.15000000000000002,14.949962768806753
20,LP0,1,200,0.17,14.944461665677789
20,LP1,1,200,0.17,11.523180720459655
20,SPARR,1,200,0.17,15.596502375437277
20,LP0,1,200,0.19,15.990839391520483
20,LP1,1,200,0.19,11.072806969316748
20,SPARR,1,200,0.19,16.376319038496206
20,LP0,1,200,0.21000000000000002,13.496596980609045
20,LP1,1,200,0.21000000000000002,17.78147399991186
20,SPARR,1,200,0.21000000000000002,17.23074445278086
20,LP0,1,200,0.23,13.480232320544157
20,LP1,1,200,0.23,16.402373345675635
20,SPARR,1,200,0.23,18.100991505046473
20,LP0,1,200,0.25,14.870542951628844
20,LP1,1,200,0.25,12.025464007778094
20,SPARR,1,200,0.25,18.9365733643008
21,LP0,1,200,0.01,34.90191809561218
21,LP1,1,200,0.01,34.90191809561218
21,SPARR,1,200,0.01,34.74677798621134
21,LP0,1,200,0.03,34.90191809561218
21,LP1,1,200,0.03,34.90191809561218
21,SPARR,1,200,0.03,1.6785051697730289
21,LP0,1,200,0.05,4.273468023609417
21,LP1,1,200,0.05,60.1886172327209
21,SPARR,1,200,0.05,8.356448610277865e-4
21,LP0,1,200,0.06999999999999999,4.086373036948301
21,LP1,1,200,0.06999999999999999,50.21660891198233
21,SPARR,1,200,0.06999999999999999,0.034999122577984695
21,LP0,1,200,0.09,0.01355551776279744
21,LP1,1,200,0.09,4.2289302016284305
21,SPARR,1,200,0.09,0.24308102092384615
21,LP0,1,200,0.11,0.0600057655153722
21,LP1,1,200,0.11,3.243762671668355
21,SPARR,1,200,0.11,0.6923738620228271
21,LP0,1,200,0.13,0.010740593038995128
21,LP1,1,200,0.13,0.21888219993066457
21,SPARR,1,200,0.13,1.3831374274720272
21,LP0,1,200,0.15000000000000002,1.220868714738471
21,LP1,1,200,0.15000000000000002,4.722378369180568
21,SPARR,1,200,0.15000000000000002,2.3103500049012258
21,LP0,1,200,0.17,0.21391585888892728
21,LP1,1,200,0.17,0.1918914667058193
21,SPARR,1,200,0.17,3.454871885128725
21,LP0,1,200,0.19,0.5276623637034042
21,LP1,1,200,0.19,0.32968932901318154
21,SPARR,1,200,0.19,4.770389219897873
21,LP0,1,200,0.21000000000000002,2.072904399514933
21,LP1,1,200,0.21000000000000002,3.407565330820012
21,SPARR,1,200,0.21000000000000002,6.194826478934696
21,LP0,1,200,0.23,2.6297683608216036
21,LP1,1,200,0.23,2.453674059619092
21,SPARR,1,200,0.23,7.663922304778041
21,LP0,1,200,0.25,3.851389045240633
21,LP1,1,200,0.25,3.312858668597966
21,SPARR,1,200,0.25,9.118403059378078
22,LP0,1,200,0.01,34.90191809561218
22,LP1,1,200,0.01,34.90191809561218
22,SPARR,1,200,0.01,34.148132994436295
22,LP0,1,200,0.03,34.90191809561218
22,LP1,1,200,0.03,34.90191809561218
22,SPARR,1,200,0.03,1.986042517664058
22,LP0,1,200,0.05,3.1446316049381084
22,LP1,1,200,0.05,71.51410166526925
22,SPARR,1,200,0.05,6.5118650959402595
22,LP0,1,200,0.06999999999999999,3.7758447468881218
22,LP1,1,200,0.06999999999999999,9.030454631215532
22,SPARR,1,200,0.06999999999999999,10.79418968225438
22,LP0,1,200,0.09,5.259027273791379
22,LP1,1,200,0.09,0.012508728200667438
22,SPARR,1,200,0.09,11.572344911152335
22,LP0,1,200,0.11,12.116386700486506
22,LP1,1,200,0.11,1.341827861050027
22,SPARR,1,200,0.11,11.18863908369175
22,LP0,1,200,0.13,17.360057432069794
22,LP1,1,200,0.13,0.5814376558635216
22,SPARR,1,200,0.13,11.083242230539712
22,LP0,1,200,0.15000000000000002,10.811241925111617
22,LP1,1,200,0.15000000000000002,11.347820780741763
22,SPARR,1,200,0.15000000000000002,11.456220136679596
22,LP0,1,200,0.17,12.428988746324423
22,LP1,1,200,0.17,8.638091059798969
22,SPARR,1,200,0.17,12.182882832428097
22,LP0,1,200,0.19,8.456683535042494
22,LP1,1,200,0.19,22.20370988393583
22,SPARR,1,200,0.19,13.124883542069421
22,LP0,1,200,0.21000000000000002,9.021418210220366
22,LP1,1,200,0.21000000000000002,15.187955808085169
22,SPARR,1,200,0.21000000000000002,14.176974946992818
22,LP0,1,200,0.23,7.5063754217663385
22,LP1,1,200,0.23,19.231913009494992
22,SPARR,1,200,0.23,15.260750558402968
22,LP0,1,200,0.25,9.407571764206486
22,LP1,1,200,0.25,10.795724753630875
22,SPARR,1,200,0.25,16.31517679328664
23,LP0,1,200,0.01,34.90191809561218
23,LP1,1,200,0.01,34.90191809561218
23,SPARR,1,200,0.01,34.88655419967665
23,LP0,1,200,0.03,34.90191809561218
23,LP1,1,200,0.03,34.90191809561218
23,SPARR,1,200,0.03,2.143216628935257
23,LP0,1,200,0.05,3.1446316049381084
23,LP1,1,200,0.05,343.93402246251327
23,SPARR,1,200,0.05,0.2931328387017918
23,LP0,1,200,0.06999999999999999,4.086373036948301
23,LP1,1,200,0.06999999999999999,35.00413683112522
23,SPARR,1,200,0.06999999999999999,1.1448872395265157
23,LP0,1,200,0.09,0.01355551776279744
23,LP1,1,200,0.09,5.015187489831438
23,SPARR,1,200,0.09,2.3971118068154715
23,LP0,1,200,0.11,3.47043514844907
23,LP1,1,200,0.11,25.232783871629973
23,SPARR,1,200,0.11,3.743305369521974
23,LP0,1,200,0.13,3.403586431040519
23,LP1,1,200,0.13,8.133982522320814
23,SPARR,1,200,0.13,5.0317529560430865
23,LP0,1,200,0.15000000000000002,5.831253702957556
23,LP1,1,200,0.15000000000000002,6.740732359904729
23,SPARR,1,200,0.15000000000000002,6.237622793544081
23,LP0,1,200,0.17,3.3263519451391965
23,LP1,1,200,0.17,0.016234988499779054
23,SPARR,1,200,0.17,7.396628754937575
23,LP0,1,200,0.19,5.5820169245056075
23,LP1,1,200,0.19,0.5259469470569114
23,SPARR,1,200,0.19,8.547837954584914
23,LP0,1,200,0.21000000000000002,7.729324524102318
23,LP1,1,200,0.21000000000000002,1.0851690894774373
23,SPARR,1,200,0.21000000000000002,9.710242565961696
23,LP0,1,200,0.23,6.519969607246108
23,LP1,1,200,0.23,0.19148951025044503
23,SPARR,1,200,0.23,10.87968519887657
23,LP0,1,200,0.25,9.407571764206486
23,LP1,1,200,0.25,0.11665852757187865
23,SPARR,1,200,0.25,12.034314789658678
24,LP0,1,200,0.01,34.90191809561218
24,LP1,1,200,0.01,34.90191809561218
24,SPARR,1,200,0.01,34.90191809561218
24,LP0,1,200,0.03,34.90191809561218
24,LP1,1,200,0.03,34.90191809561218
24,SPARR,1,200,0.03,34.0821843017131
24,LP0,1,200,0.05,34.90191809561218
24,LP1,1,200,0.05,34.90191809561218
24,SPARR,1,200,0.05,24.75354250595349
24,LP0,1,200,0.06999999999999999,34.90191809561218
24,LP1,1,200,0.06999999999999999,34.90191809561218
24,SPARR,1,200,0.06999999999999999,18.52072385685187
24,LP0,1,200,0.09,34.90191809561218
24,LP1,1,200,0.09,34.90191809561218
24,SPARR,1,200,0.09,15.395958391639978
24,LP0,1,200,0.11,12.116386700486506
24,LP1,1,200,0.11,95.5331484658436
24,SPARR,1,200,0.11,13.627576843539359
24,LP0,1,200,0.13,12.860295765702412
24,LP1,1,200,0.13,52.52195471322544
24,SPARR,1,200,0.13,12.787336680620175
24,LP0,1,200,0.15000000000000002,17.31634873127207
24,LP1,1,200,0.15000000000000002,22.457910595244684
24,SPARR,1,200,0.15000000000000002,12.623832991571932
24,LP0,1,200,0.17,14.944461665677789
24,LP1,1,200,0.17,27.872947828596512
24,SPARR,1,200,0.17,12.923924339425586
24,LP0,1,200,0.19,13.884197597975456
24,LP1,1,200,0.19,28.665156737571817
24,SPARR,1,200,0.19,13.520350342129388
24,LP0,1,200,0.21000000000000002,10.4133281816775
24,LP1,1,200,0.21000000000000002,37.129273282144666
24,SPARR,1,200,0.21000000000000002,14.287292824621444
24,LP0,1,200,0.23,12.146550563965043
24,LP1,1,200,0.23,23.188720897534107
24,SPARR,1,200,0.23,15.132225350431133
24,LP0,1,200,0.25,11.44333331464504
24,LP1,1,200,0.25,22.9068350153937
24,SPARR,1,200,0.25,15.9875950219345
25,LP0,1,200,0.01,34.90191809561218
25,LP1,1,200,0.01,34.90191809561218
25,SPARR,1,200,0.01,32.520035565970595
25,LP0,1,200,0.03,34.90191809561218
25,LP1,1,200,0.03,34.90191809561218
25,SPARR,1,200,0.03,2.218362462853136
25,LP0,1,200,0.05,4.273468023609417
25,LP1,1,200,0.05,32.24814927736038
25,SPARR,1,200,0.05,1.0808817825789856
25,LP0,1,200,0.06999999999999999,4.086373036948301
25,LP1,1,200,0.06999999999999999,129.04534802398845
25,SPARR,1,200,0.06999999999999999,1.3076603542207579
25,LP0,1,200,0.09,24.362105106150302
25,LP1,1,200,0.09,73.54195443146985
25,SPARR,1,200,0.09,0.10686332586087353
25,LP0,1,200,0.11,4.760965758184332
25,LP1,1,200,0.11,8.117571535040483
25,SPARR,1,200,0.11,0.3253515274281069
25,LP0,1,200,0.13,1.1176564214048492
25,LP1,1,200,0.13,22.600404951787986
25,SPARR,1,200,0.13,1.78304852934476
25,LP0,1,200,0.15000000000000002,0.4116037744687529
25,LP1,1,200,0.15000000000000002,17.880982679520997
25,SPARR,1,200,0.15000000000000002,3.79754052307588
25,LP0,1,200,0.17,0.21391585888892728
25,LP1,1,200,0.17,33.75640863699556
25,SPARR,1,200,0.17,5.944421782574995
25,LP0,1,200,0.19,2.3855311558279215
25,LP1,1,200,0.19,42.60864033239869
25,SPARR,1,200,0.19,8.031006743666131
25,LP0,1,200,0.21000000000000002,5.444586007883498
25,LP1,1,200,0.21000000000000002,40.21437895047791
25,SPARR,1,200,0.21000000000000002,9.980471439253025
25,LP0,1,200,0.23,8.562236424698348
25,LP1,1,200,0.23,32.33360595802139
25,SPARR,1,200,0.23,11.761806767097701
25,LP0,1,200,0.25,8.464404451252404
25,LP1,1,200,0.25,14.119304840859629
25,SPARR,1,200,0.25,13.359927458933647
26,LP0,1,200,0.01,34.90191809561218
26,LP1,1,200,0.01,34.90191809561218
26,SPARR,1,200,0.01,34.746095954420404
26,LP0,1,200,0.03,34.90191809561218
26,LP1,1,200,0.03,34.90191809561218
26,SPARR,1,200,0.03,12.09655381882861
26,LP0,1,200,0.05,4.273468023609417
26,LP1,1,200,0.05,71.45150238660827
26,SPARR,1,200,0.05,11.2044847820497
26,LP0,1,200,0.06999999999999999,15.409306216402124
26,LP1,1,200,0.06999999999999999,3.8273473169774537
26,SPARR,1,200,0.06999999999999999,11.635083570423909
26,LP0,1,200,0.09,12.236699789361259
26,LP1,1,200,0.09,10.313395925357133
26,SPARR,1,200,0.09,11.940882300742265
26,LP0,1,200,0.11,18.40268328991913
26,LP1,1,200,0.11,3.2913409097730786
26,SPARR,1,200,0.11,12.040429173943094
26,LP0,1,200,0.13,12.860295765702412
26,LP1,1,200,0.13,18.494146234709977
26,SPARR,1,200,0.13,12.186865994387736
26,LP0,1,200,0.15000000000000002,13.873155505191045
26,LP1,1,200,0.15000000000000002,11.758782952415338
26,SPARR,1,200,0.15000000000000002,12.505787803378052
26,LP0,1,200,0.17,14.944461665677789
26,LP1,1,200,0.17,8.73066857561424
26,SPARR,1,200,0.17,13.008573010520463
26,LP0,1,200,0.19,13.884197597975456
26,LP1,1,200,0.19,14.009542253476036
26,SPARR,1,200,0.19,13.662453018669911
26,LP0,1,200,0.21000000000000002,9.021418210220366
26,LP1,1,200,0.21000000000000002,29.859873571210183
26,SPARR,1,200,0.21000000000000002,14.42296714565572
26,LP0,1,200,0.23,10.882323995797698
26,LP1,1,200,0.23,17.392213953575666
26,SPARR,1,200,0.23,15.24463170376265
26,LP0,1,200,0.25,11.44333331464504
26,LP1,1,200,0.25,14.739757681320523
26,SPARR,1,200,0.25,16.08347734944084
27,LP0,1,200,0.01,34.90191809561218
27,LP1,1,200,0.01,34.90191809561218
27,SPARR,1,200,0.01,75.80176207191356
27,LP0,1,200,0.03,20.235705502138977
27,LP1,1,200,0.03,696.2239564492033
27,SPARR,1,200,0.03,0.539724272088614
27,LP0,1,200,0.05,4.273468023609417
27,LP1,1,200,0.05,210.41011008768885
27,SPARR,1,200,0.05,3.002849460545075
27,LP0,1,200,0.06999999999999999,3.7758447468881218
27,LP1,1,200,0.06999999999999999,0.9788670129191513
27,SPARR,1,200,0.06999999999999999,2.0265749051755497
27,LP0,1,200,0.09,5.259027273791379
27,LP1,1,200,0.09,0.02760149127748766
27,SPARR,1,200,0.09,1.8897873201350877
27,LP0,1,200,0.11,1.1107801858442539
27,LP1,1,200,0.11,12.3570346353442
27,SPARR,1,200,0.11,2.421351565949799
27,LP0,1,200,0.13,1.5988752076333042
27,LP1,1,200,0.13,1.9805994038309656
27,SPARR,1,200,0.13,3.3515145048454342
27,LP0,1,200,0.15000000000000002,1.220868714738471
27,LP1,1,200,0.15000000000000002,1.4699277307961949
27,SPARR,1,200,0.15000000000000002,4.497831775100181
27,LP0,1,200,0.17,0.6445521008933357
27,LP1,1,200,0.17,6.246262318979137
27,SPARR,1,200,0.17,5.735945978639466
27,LP0,1,200,0.19,2.3855311558279215
27,LP1,1,200,0.19,0.1559959020198678
27,SPARR,1,200,0.19,6.998721763273916
27,LP0,1,200,0.21000000000000002,2.7661003735984404
27,LP1,1,200,0.21000000000000002,0.46266390196783663
27,SPARR,1,200,0.21000000000000002,8.254924575319267
27,LP0,1,200,0.23,3.2688982332829477
27,LP1,1,200,0.23,0.48389128246266
27,SPARR,1,200,0.23,9.486326931603275
27,LP0,1,200,0.25,5.189824947870705
27,LP1,1,200,0.25,0.02542840155125495
27,SPARR,1,200,0.25,10.675304082976815
28,LP0,1,200,0.01,34.90191809561218
28,LP1,1,200,0.01,34.90191809561218
28,SPARR,1,200,0.01,34.74709977705597
28,LP0,1,200,0.03,34.90191809561218
28,LP1,1,200,0.03,34.90191809561218
28,SPARR,1,200,0.03,12.639418839376145
28,LP0,1,200,0.05,4.273468023609417
28,LP1,1,200,0.05,97.09928055667493
28,SPARR,1,200,0.05,10.757346620007523
28,LP0,1,200,0.06999999999999999,15.409306216402124
28,LP1,1,200,0.06999999999999999,6.197414842515661
28,SPARR,1,200,0.06999999999999999,9.30378117766321
28,LP0,1,200,0.09,12.236699789361259
28,LP1,1,200,0.09,14.915865802191117
28,SPARR,1,200,0.09,7.940153043643545
28,LP0,1,200,0.11,12.116386700486506
28,LP1,1,200,0.11,12.367371459109242
28,SPARR,1,200,0.11,7.355693312042574
28,LP0,1,200,0.13,5.882060265187777
28,LP1,1,200,0.13,34.27174879702179
28,SPARR,1,200,0.13,7.546694215531928
28,LP0,1,200,0.15000000000000002,10.811241925111617
28,LP1,1,200,0.15000000000000002,8.09234551117722
28,SPARR,1,200,0.15000000000000002,8.2790710846569
28,LP0,1,200,0.17,4.683582265965364
28,LP1,1,200,0.17,30.763790234582345
28,SPARR,1,200,0.17,9.340648424825385
28,LP0,1,200,0.19,5.5820169245056075
28,LP1,1,200,0.19,16.058017780350948
28,SPARR,1,200,0.19,10.581283480921702
28,LP0,1,200,0.21000000000000002,6.537047123323362
28,LP1,1,200,0.21000000000000002,9.439066881107545
28,SPARR,1,200,0.21000000000000002,11.89863079451411
28,LP0,1,200,0.23,4.7555235434409715
28,LP1,1,200,0.23,14.378934569970214
28,SPARR,1,200,0.23,13.22040346367929
28,LP0,1,200,0.25,6.727496749874626
28,LP1,1,200,0.25,6.064580293332015
28,SPARR,1,200,0.25,14.4922411611892
29,LP0,1,200,0.01,34.90191809561218
29,LP1,1,200,0.01,34.90191809561218
29,SPARR,1,200,0.01,34.9002336947017
29,LP0,1,200,0.03,34.90191809561218
29,LP1,1,200,0.03,34.90191809561218
29,SPARR,1,200,0.03,3.2208379905621882
29,LP0,1,200,0.05,3.1446316049381084
29,LP1,1,200,0.05,559.3109218738236
29,SPARR,1,200,0.05,0.05191993422150182
29,LP0,1,200,0.06999999999999999,16.03036279652248
29,LP1,1,200,0.06999999999999999,127.3324989339221
29,SPARR,1,200,0.06999999999999999,0.427299077391541
29,LP0,1,200,0.09,1.7457562773040893
29,LP1,1,200,0.09,0.35542568664982244
29,SPARR,1,200,0.09,2.5022645533476067
29,LP0,1,200,0.11,1.1107801858442539
29,LP1,1,200,0.11,28.269690829846542
29,SPARR,1,200,0.11,4.8767246618170095
29,LP0,1,200,0.13,1.5988752076333042
29,LP1,1,200,0.13,10.587470686324801
29,SPARR,1,200,0.13,6.888028445436776
29,LP0,1,200,0.15000000000000002,3.9131790608829298
29,LP1,1,200,0.15000000000000002,11.168363309130875
